sqft,bedrooms,bathrooms,location_score,year_built,garage_capacity,price,price_bucket_proxy
2782.8,5,4.6,7.01,2016,1,851000.0,833717.01
1967.1,3,3.4,1.11,1978,0,465700.0,455884.53
1722.4,3,3.5,8.84,1992,1,637200.0,624516.9
2940.6,3,3.1,5.02,1960,1,753500.0,738579.92
1276.0,2,2.8,4.09,1972,1,411700.0,403566.42
900.6,3,3.0,2.24,2005,2,330000.0,323393.78
2220.0,2,2.4,4.96,1986,2,630300.0,617760.58
1749.0,4,4.2,5.47,1965,1,554300.0,544082.16
1489.4,3,3.4,4.63,2018,0,518200.0,508146.03
2354.2,3,3.7,7.11,1965,2,718400.0,704493.25
2121.9,3,3.0,4.79,1992,0,621500.0,609165.39
1718.0,1,1.9,9.65,1989,3,668300.0,654126.21
1359.8,1,1.9,6.39,2005,2,477900.0,467435.06
2436.2,3,3.7,8.27,1994,1,771000.0,756621.4
2325.1,1,1.4,1.98,1982,1,523400.0,512666.09
1950.4,3,3.5,4.58,1969,0,566200.0,554567.62
2923.3,4,4.1,4.03,2010,1,789400.0,773734.83
1465.0,4,3.8,6.13,1978,0,531500.0,521145.2
1237.2,3,3.2,8.75,2010,2,578200.0,566974.43
1654.0,2,2.3,1.71,1987,1,412800.0,405431.21
1977.2,4,4.1,1.65,1982,2,558800.0,548374.37
2121.7,4,4.4,8.65,1963,2,740300.0,725088.53
1879.4,2,2.6,2.92,1979,1,511300.0,501558.37
2176.0,3,3.4,7.02,1978,0,662700.0,649253.95
1374.2,2,2.5,5.89,2001,0,477500.0,467881.25
2721.9,4,3.6,8.5,1986,0,810200.0,793449.01
1958.9,5,4.5,2.13,2016,2,604900.0,591955.46
2558.6,1,1.7,2.17,1993,1,571000.0,559564.22
2171.4,4,3.8,6.01,1963,2,696900.0,682484.01
2228.4,3,2.9,9.52,2015,1,753200.0,738599.91
2284.9,5,4.8,4.73,1997,1,706000.0,691739.46
2223.9,3,3.1,3.94,2021,2,673400.0,660086.3
2321.4,4,3.8,6.46,1966,2,718700.0,705009.76
2664.6,1,1.7,9.37,2007,1,799600.0,782865.35
2098.3,2,2.1,8.53,2020,0,679700.0,665743.69
2354.5,1,2.2,9.96,1966,2,718300.0,704024.44
1955.1,5,5.1,1.2,2009,1,579000.0,567576.26
2720.1,4,4.2,2.02,2011,1,723800.0,709875.75
1661.8,4,3.6,6.49,1985,2,597900.0,586375.58
2900.5,4,4.3,8.39,1985,1,856200.0,839124.47
1979.9,1,2.1,3.57,2013,2,511300.0,501225.7
1284.6,3,3.5,3.15,1978,2,416700.0,408531.54
2064.1,1,1.4,8.08,1968,2,630100.0,616763.14
1659.5,2,2.6,1.51,2020,2,489600.0,479729.81
2420.3,2,2.8,4.32,1979,2,652700.0,639770.24
1673.7,3,3.3,5.55,2001,2,582000.0,570589.28
1776.9,2,2.6,6.04,2004,2,581300.0,569211.82
1055.2,2,2.5,7.56,2009,1,479300.0,469079.6
1773.8,2,2.5,4.19,1975,1,527200.0,516538.73
788.1,2,2.0,6.51,2013,2,424100.0,416601.68
1208.0,5,4.9,6.27,1976,2,509200.0,498606.38
2380.2,4,3.6,5.93,1981,0,686500.0,673356.96
2392.9,5,4.7,6.76,1972,2,748000.0,733832.37
2212.7,3,3.0,3.34,1971,0,563300.0,552056.73
1516.5,2,2.5,1.76,1969,2,412700.0,404106.08
1976.1,4,3.6,2.07,1960,2,529100.0,518774.41
1998.2,2,2.7,3.02,1991,3,551300.0,540371.5
1420.8,2,2.8,5.5,1989,0,499800.0,489374.45
2751.7,2,2.2,8.56,1967,2,781000.0,765050.6
2438.7,2,2.1,7.31,1980,1,730900.0,716508.79
1889.5,2,2.1,8.1,1981,1,614600.0,602774.72
2013.4,3,3.6,4.16,1977,0,569500.0,557948.6
2104.2,3,3.3,4.64,1961,2,596000.0,584045.43
979.1,1,1.7,4.54,2007,1,374700.0,367540.32
1876.4,2,2.1,2.73,2003,0,502200.0,492069.76
1659.0,4,4.1,1.55,1968,2,479500.0,469760.34
1499.2,2,2.9,6.32,1962,2,502900.0,492464.33
1859.4,2,2.8,9.9,2013,2,691400.0,677185.66
2898.8,4,4.1,2.5,1985,3,781100.0,766812.44
2320.4,2,2.1,1.42,1980,1,527100.0,516459.9
1714.4,1,1.4,8.02,1989,3,604500.0,593092.53
2286.3,3,2.8,3.27,1987,2,589400.0,578454.0
2699.7,2,2.3,8.47,1995,1,789000.0,773128.21
2462.3,3,2.9,7.34,1985,1,734500.0,719994.21
2029.8,4,3.8,9.51,1993,1,752200.0,737207.24
1676.5,2,2.4,4.68,1967,1,452300.0,442447.91
2349.1,3,3.7,6.96,1969,2,715900.0,700806.01
2196.7,3,3.4,5.18,2007,2,651200.0,638200.42
2447.6,2,2.8,6.68,2014,2,739100.0,724105.54
2317.6,3,3.5,5.05,2002,2,668400.0,655977.79
2524.8,2,2.1,2.7,2009,0,603500.0,591311.71
1732.4,3,3.5,5.57,2013,2,596400.0,585447.46
2658.7,1,1.5,5.76,1973,1,660100.0,646659.8
2098.8,3,3.4,8.3,1999,3,725000.0,711456.1
3037.6,2,2.3,7.62,2014,0,820200.0,804049.21
1655.4,4,4.5,6.97,1974,3,600000.0,588281.65
2868.0,1,1.5,2.02,1976,0,627800.0,614988.12
2099.0,3,3.0,7.49,2012,1,678100.0,664826.46
1674.3,3,3.7,5.5,1977,0,539300.0,529360.36
1758.1,3,2.8,9.05,1991,2,677300.0,663681.59
1839.8,3,3.4,9.28,1997,2,689300.0,675344.3
2212.1,3,3.5,1.5,1982,1,537800.0,526920.62
2261.4,4,4.3,8.39,2021,3,810500.0,795100.06
1713.1,4,4.5,1.34,2005,2,528600.0,518455.68
1987.8,2,3.0,4.3,1982,2,551500.0,541193.84
3071.1,3,2.8,5.88,1994,2,823400.0,807088.81
2863.8,4,4.3,2.33,1998,1,699800.0,685823.66
2218.2,5,4.9,7.72,1974,1,741300.0,726685.97
2019.0,4,4.1,1.08,2012,3,571600.0,560703.08
2060.0,3,2.9,2.52,1983,3,549100.0,537994.44
2306.8,2,2.7,6.23,2023,3,706800.0,693348.34
1488.6,3,3.7,7.43,2022,3,601600.0,589750.92
1871.3,3,3.7,9.25,1987,0,680200.0,665392.86
1165.7,3,3.2,7.35,1975,2,524800.0,514745.75
2199.6,3,2.8,7.05,1975,1,656200.0,642439.85
2323.6,4,3.9,4.55,1999,3,690600.0,677217.59
1758.4,3,3.6,1.01,1998,1,477900.0,468792.76
2787.0,4,4.2,2.08,1965,2,706300.0,692338.95
1387.1,3,3.2,5.81,1961,2,476800.0,467535.84
1267.8,2,2.1,7.08,2013,1,510200.0,500545.44
2112.2,3,3.2,4.76,1972,0,596400.0,584224.19
2523.5,4,4.0,7.58,2003,2,804500.0,788806.71
2842.0,2,2.9,5.7,2006,2,738400.0,724213.51
1770.6,2,2.6,1.67,2018,0,475500.0,466870.04
2539.3,5,4.6,2.73,1968,2,704700.0,690053.11
1980.7,2,2.5,8.56,2022,2,701900.0,688066.26
1913.7,3,2.8,7.52,1993,1,632100.0,618977.26
2441.8,3,3.7,9.05,1976,1,770400.0,754490.04
2326.2,3,3.1,2.06,1986,2,619700.0,607485.51
1211.8,3,3.2,9.91,1988,2,605400.0,593330.73
2738.3,2,2.4,2.88,1996,2,682200.0,669128.5
2690.0,3,3.4,1.11,2002,2,656600.0,643294.91
1687.2,3,3.4,9.98,1981,0,645800.0,632816.97
2197.9,3,3.5,3.53,2010,1,617900.0,605647.75
2247.0,2,2.3,7.01,2023,1,696600.0,682237.09
2130.3,3,3.1,2.59,1983,1,567100.0,555396.47
1724.8,2,2.1,6.22,1966,2,568700.0,557884.05
1664.2,2,2.7,9.14,1993,3,663500.0,649955.52
1987.2,2,2.0,3.88,2007,1,535100.0,524989.24
2586.4,2,2.6,7.03,1971,1,724700.0,710509.66
2271.8,4,4.4,2.69,1982,2,637700.0,624172.23
1814.7,2,2.9,6.62,1974,2,597500.0,585815.19
2385.8,4,3.9,4.03,2022,2,697100.0,683419.24
600.0,5,4.7,2.9,1992,2,401200.0,393387.46
2574.4,3,2.8,3.82,2016,2,683100.0,669367.06
1130.1,2,2.7,2.61,1972,2,344400.0,337041.97
1818.8,3,3.6,9.12,1982,0,664600.0,651981.11
1440.2,4,3.7,4.57,1997,1,549300.0,538263.21
1352.7,3,3.2,3.21,1991,1,429300.0,420272.3
2580.4,1,2.1,5.04,2004,2,681800.0,668392.73
1766.1,3,3.6,3.88,2009,3,588600.0,576456.61
2173.3,4,3.7,7.7,1994,2,735000.0,719825.46
1976.5,4,4.1,9.74,1960,0,703500.0,689242.26
2238.5,2,2.2,4.94,2006,1,638200.0,625103.3
2038.4,3,2.9,8.75,2017,1,725100.0,710141.88
1358.5,2,2.9,6.09,2004,1,522300.0,512257.21
2498.1,2,2.8,2.42,1964,2,616200.0,603819.09
1753.1,4,4.3,7.22,2016,3,687000.0,673886.14
1221.7,2,2.0,5.62,1972,3,458400.0,448804.75
1785.9,2,2.8,6.86,2013,2,622100.0,608794.22
2750.4,1,1.7,9.01,1964,2,786200.0,770550.39
2425.1,4,3.8,4.96,2019,2,734200.0,720443.99
1825.7,4,4.0,9.11,1991,1,699200.0,685481.49
1825.4,3,2.8,7.76,2010,2,679000.0,667027.69
1839.2,4,4.3,5.4,1980,2,636300.0,623740.03
3038.4,2,2.6,6.43,1983,2,784600.0,769025.78
2191.0,3,2.9,3.93,2023,1,633000.0,619262.32
2215.0,3,2.9,9.85,2019,1,771700.0,756479.97
2515.1,1,1.4,7.01,1977,1,678600.0,665112.33
2119.4,3,2.8,1.39,1980,3,547000.0,535856.29
1870.5,4,4.1,3.94,2013,1,606800.0,594595.61
1901.8,1,2.1,6.61,1969,2,573300.0,561799.95
1964.2,2,2.0,1.51,1983,2,454900.0,445712.04
1981.4,2,2.0,1.21,1999,1,467700.0,459390.86
2363.8,2,2.6,5.05,2006,2,683200.0,669350.57
2026.0,4,4.3,3.99,1980,2,571000.0,559664.66
2366.3,3,3.1,4.94,1984,1,678800.0,665022.05
1959.6,3,3.1,3.36,2011,3,597700.0,586137.72
2039.3,4,4.1,2.48,2019,1,615300.0,603082.38
1000.9,2,2.3,7.2,2016,0,459600.0,450268.04
2458.2,3,2.8,5.63,2018,2,697300.0,682391.02
2173.2,3,3.5,2.8,2023,2,625100.0,612719.65
2499.0,3,3.4,3.88,1982,3,699200.0,685061.21
600.0,5,4.8,6.33,1981,2,449400.0,440381.63
3044.2,4,4.2,1.65,1963,3,722100.0,707066.77
1930.2,3,3.4,2.33,1993,2,539100.0,529034.64
2554.1,4,3.7,1.66,2015,2,661600.0,648796.37
1480.0,2,2.4,8.31,1965,2,544700.0,534521.35
2306.4,1,1.4,7.77,1987,1,687200.0,674029.49
1473.3,2,2.1,7.78,1990,3,550900.0,540178.16
1688.1,2,2.7,7.45,1994,1,576200.0,564104.86
2957.0,3,3.6,7.02,1998,2,829900.0,814223.69
1904.7,3,3.7,5.29,2001,1,585000.0,572836.18
2108.7,4,4.1,6.78,1982,2,698100.0,684003.8
2435.0,3,2.9,1.35,1965,1,583200.0,571889.45
2247.8,3,2.9,6.59,1975,0,658500.0,645708.27
2075.2,1,2.1,8.0,1961,2,612000.0,600046.12
2182.5,1,1.8,5.5,1983,1,608000.0,595639.86
3201.7,3,3.4,4.22,1976,2,825600.0,808784.53
1971.2,3,3.5,3.5,2004,0,554700.0,544873.27
2100.5,4,4.2,6.79,1960,0,651000.0,637960.34
2525.3,2,2.8,7.24,1965,1,720800.0,706303.11
2552.8,1,1.3,8.84,1964,2,758600.0,743071.22
2593.5,3,3.5,4.08,2016,0,692900.0,679164.34
2319.4,2,2.9,7.93,2004,3,725700.0,711285.01
1428.5,1,1.5,6.05,2019,1,508100.0,497929.89
2816.7,3,3.4,8.95,2014,1,881600.0,864158.86
1426.8,2,2.3,5.75,2009,1,507500.0,498231.77
2151.3,3,3.7,5.66,1988,0,632100.0,619160.47
1622.9,2,2.0,6.2,1971,2,544900.0,534023.54
1967.9,2,2.6,7.74,1998,2,667300.0,653630.08
2164.4,3,2.9,9.68,2006,2,756700.0,741713.35
2160.7,4,4.2,1.66,1962,1,553200.0,541851.77
2211.0,3,2.9,1.48,2007,1,542100.0,530995.28
2806.9,4,3.7,9.44,1960,1,865900.0,847852.24
2226.8,2,2.5,5.77,1986,3,651900.0,638910.9
1877.9,4,4.4,6.53,2007,1,655200.0,642310.88
2482.0,2,2.2,5.34,1983,2,674600.0,662038.24
2594.7,3,2.9,1.84,2021,1,652300.0,639488.75
1386.2,3,3.5,7.91,2003,1,592200.0,580131.16
2298.7,4,4.0,7.73,1978,1,748200.0,732556.16
2350.6,3,3.7,3.81,2018,0,651700.0,638055.36
1851.2,1,1.4,3.76,1967,2,496000.0,485432.19
2687.9,1,1.9,8.54,2014,1,794300.0,779353.02
1925.0,4,3.7,1.65,2003,2,540200.0,529539.91
2062.8,3,2.9,8.93,2006,0,709300.0,694822.52
1913.5,4,4.2,3.31,1961,3,566100.0,554298.07
2007.8,2,2.6,6.34,2020,1,646600.0,633239.95
1451.9,2,2.8,9.42,1989,2,598200.0,585931.35
1280.0,1,1.6,7.1,1989,2,479500.0,470568.13
2797.3,5,4.7,4.73,2008,3,851100.0,834063.03
1576.5,3,3.2,7.21,1998,1,601800.0,589040.27
1504.3,4,4.5,4.1,2004,2,531000.0,521535.23
923.3,2,2.3,3.5,1991,1,354500.0,346839.92
1680.5,3,3.0,9.97,1960,1,644500.0,631314.58
1338.5,3,3.1,7.76,1997,1,562500.0,551905.07
2821.0,2,2.6,6.8,1972,1,760700.0,745693.57
2504.9,4,3.8,4.2,1970,3,717300.0,702719.04
1655.9,4,4.4,1.44,1969,0,459300.0,449498.32
3126.2,4,3.8,1.28,2007,2,757000.0,741376.65
2490.9,3,3.6,5.99,2018,2,768300.0,752480.75
1837.6,2,2.1,7.86,1985,2,625900.0,613385.52
750.3,2,2.7,5.84,2015,2,409200.0,401111.53
3145.5,5,5.2,8.57,2014,0,965700.0,946311.67
1305.2,1,1.4,1.3,1979,2,333100.0,326418.39
1177.3,3,3.7,4.3,1976,1,431800.0,422638.64
2511.3,3,3.2,3.13,1976,3,647800.0,634990.57
3219.9,3,3.7,5.03,1963,2,805700.0,790226.26
2692.1,5,4.9,1.65,1964,3,677900.0,664260.6
2282.0,2,2.3,9.59,2019,0,734400.0,719620.86
2297.4,2,2.2,3.01,1982,1,559600.0,548449.5
2426.7,1,1.6,9.3,2005,1,746900.0,732521.1
2379.5,3,2.8,4.83,2011,0,670100.0,656250.64
2140.6,2,2.1,9.87,1969,1,700400.0,687117.42
2052.1,2,2.1,5.99,2005,2,594900.0,583212.61
1968.7,4,3.9,9.38,1987,1,750800.0,735798.34
1623.0,4,4.3,1.05,1992,2,491800.0,482570.62
1859.7,2,2.1,7.73,2002,2,643600.0,630136.97
1153.5,3,2.9,9.13,1985,2,584200.0,572777.02
1950.8,4,4.1,2.26,2014,1,555300.0,544409.15
1505.7,1,1.4,1.87,2009,1,427000.0,417992.27
1448.2,1,1.3,4.82,2007,1,444900.0,436232.32
2089.9,2,2.2,9.4,1988,1,703600.0,689669.65
2696.0,3,3.7,5.88,1986,2,743400.0,728442.63
2459.2,2,2.8,5.75,1977,1,673700.0,660657.41
1214.7,5,4.6,2.27,1999,2,462600.0,453062.12
1505.2,3,3.4,1.01,2019,2,446800.0,437999.16
2470.4,3,3.3,8.29,1969,2,774500.0,758944.16
1508.8,2,2.7,1.79,2017,1,435800.0,426776.65
1887.7,3,3.4,6.7,2001,1,628200.0,615887.44
2275.0,3,3.4,9.23,1964,2,740800.0,725880.13
1515.8,4,3.8,2.88,1969,1,479800.0,469467.5
2052.7,4,3.5,6.99,2009,1,685600.0,670987.47
1333.0,3,3.2,1.71,1980,1,405800.0,398078.53
1699.3,4,4.4,6.43,1983,1,626300.0,613163.7
2159.9,4,4.1,2.48,1997,2,584400.0,572851.69
1203.5,4,4.3,7.62,1962,1,547400.0,536479.48
2220.2,1,2.2,3.71,1999,2,615900.0,603397.73
1990.2,1,1.4,5.17,1990,1,557100.0,546936.33
2276.2,2,2.7,6.39,2021,2,709800.0,695693.84
2112.0,3,3.4,2.54,2000,2,597000.0,585437.82
2682.1,3,3.7,7.67,1996,2,808700.0,792668.41
2062.6,3,3.7,3.72,2020,1,614500.0,602094.23
1785.3,4,4.2,6.96,1961,0,586900.0,575152.46
2061.1,4,3.7,2.42,1961,1,548900.0,538651.27
2271.6,4,4.3,7.19,1998,2,758200.0,743580.05
2024.4,2,2.1,2.15,2008,2,539600.0,529783.99
2020.3,3,3.5,4.83,2001,2,640100.0,627408.82
1649.0,2,2.9,3.22,2003,1,475000.0,465061.53
1668.5,2,2.4,7.74,1993,2,590900.0,578861.74
1298.7,2,2.6,3.36,2001,1,450200.0,440602.11
2874.8,2,2.4,8.94,1979,2,832600.0,816331.52
1378.1,3,3.2,9.03,1992,1,595700.0,583493.04
1653.5,4,3.8,2.77,1963,2,493800.0,482396.34
1640.8,2,2.8,6.52,2004,0,544900.0,535233.89
2447.5,3,3.7,1.79,2003,1,643400.0,630246.7
1852.5,3,3.7,4.52,1970,2,556000.0,544591.7
2623.9,2,2.2,7.42,2020,1,755300.0,741029.81
1663.3,3,3.6,6.93,2001,2,607000.0,594255.87
2139.5,2,2.7,6.62,2006,2,639800.0,627572.3
1582.3,3,3.0,3.54,1964,2,467800.0,458150.28
3072.6,3,2.8,4.4,1984,1,756400.0,740610.1
1406.2,2,2.3,1.93,2008,1,416500.0,409022.86
2154.9,2,2.9,7.47,2019,2,696600.0,683129.55
2316.9,3,3.4,5.53,1996,1,693300.0,679894.0
2206.9,4,4.2,7.38,1993,2,759500.0,744493.83
1907.4,2,2.3,3.24,1968,1,510100.0,500197.55
1935.1,3,3.5,3.92,1965,1,544100.0,532601.92
2021.9,3,2.8,4.01,1977,1,568500.0,557185.81
1926.5,4,3.9,1.23,1973,0,471900.0,461997.62
2481.9,4,4.1,4.07,1978,1,680100.0,665803.53
3105.3,3,2.9,8.23,1973,2,862000.0,844965.48
1721.3,3,3.6,9.08,1999,2,686500.0,673349.07
1315.1,4,3.7,5.66,1976,1,544100.0,533026.32
1955.9,3,3.4,5.1,2019,3,650000.0,636893.99
3289.9,2,2.4,1.28,1994,2,700200.0,685626.92
1598.2,1,1.8,8.91,1988,3,594100.0,582221.61
2819.6,4,3.6,1.12,2001,2,693300.0,679814.04
2838.9,4,3.5,9.5,1976,2,884700.0,867401.76
1723.2,2,2.9,5.4,2018,0,545500.0,534862.59
2284.5,3,3.0,4.08,2002,1,641400.0,628262.78
2814.2,3,3.6,9.32,1967,0,814700.0,798080.94
1810.4,2,3.0,1.22,1960,2,428200.0,420033.7
1898.2,5,4.5,6.23,2004,1,681400.0,668178.0
1709.2,2,2.3,5.94,2012,2,560100.0,548812.0
1492.6,1,1.9,2.97,1995,1,426900.0,418148.91
1675.4,3,3.7,4.86,1966,2,516700.0,506949.62
1388.0,3,3.7,6.87,2005,0,573500.0,561850.03
2017.0,1,1.8,7.54,1964,1,589900.0,578474.97
1615.0,3,3.5,1.01,1983,1,427900.0,419273.58
2116.9,3,2.9,9.43,1987,1,733200.0,718012.23
1222.1,2,3.0,2.48,2021,1,398300.0,391140.16
2165.4,2,3.0,3.1,2002,2,589100.0,577378.03
2416.8,3,2.9,3.37,1976,0,620500.0,607734.63
1003.1,2,2.3,1.34,1996,1,324900.0,317706.6
2187.0,4,3.6,2.11,1979,2,596600.0,584023.0
2613.8,4,3.8,9.88,1962,0,822000.0,805373.54
1395.2,5,5.1,3.84,1996,3,539900.0,530064.56
2836.3,2,2.4,2.04,1985,3,705500.0,691097.67
2209.5,5,4.3,1.96,1974,0,598800.0,587547.73
1647.5,3,3.1,7.48,2010,1,601800.0,589698.62
1972.1,2,3.0,8.69,2007,1,687400.0,673061.42
2279.2,1,1.9,3.31,1967,2,551400.0,540135.39
2038.0,1,1.7,1.19,1972,2,459500.0,449669.51
2269.4,3,2.9,3.01,2007,2,602600.0,590120.02
1539.7,3,3.7,1.51,1962,2,419700.0,410863.13
2084.7,2,2.8,1.93,1960,0,514300.0,503062.1
1293.1,3,3.0,4.88,1968,2,470900.0,462238.4
1944.4,2,2.1,3.07,1990,2,488600.0,478933.51
1548.0,3,2.8,5.64,2000,2,568600.0,556884.86
1632.2,3,2.9,3.28,2013,2,534400.0,523822.88
2618.0,4,4.1,9.46,1985,2,851700.0,834248.26
2545.7,4,4.4,9.15,1976,1,833400.0,815396.47
2304.6,3,3.2,6.1,2015,1,691900.0,679540.35
1453.8,3,3.6,4.19,1993,1,484000.0,474414.8
1841.8,3,3.2,4.43,1968,0,554600.0,543213.49
2606.5,4,4.2,4.71,2021,3,772000.0,755593.04
2070.9,2,2.7,7.55,2015,0,639800.0,626256.93
3159.7,2,2.2,5.06,2010,2,810800.0,795411.25
2196.7,1,1.6,8.71,1972,2,675800.0,663034.97
2096.0,3,3.4,9.5,1964,0,721700.0,707642.61
1845.4,3,2.8,4.02,2000,3,573600.0,561570.46
2066.8,4,3.9,6.05,1972,2,653300.0,640988.99
1923.8,2,2.5,1.86,1960,2,488300.0,478758.89
2354.1,3,3.7,2.8,1984,1,614200.0,602243.46
2478.4,4,4.0,4.72,2023,0,711300.0,697297.09
1607.0,4,4.3,2.86,2006,1,536400.0,524918.51
1334.4,3,3.2,8.89,1963,1,561100.0,549278.92
1081.9,3,3.5,2.42,1995,2,390400.0,382336.89
2254.0,2,2.6,5.1,2022,3,676700.0,663487.82
1448.3,4,4.4,6.45,2011,2,579500.0,567219.78
923.6,2,2.4,7.23,1969,2,425000.0,416412.33
2194.3,4,4.1,4.45,1987,2,657000.0,643771.7
3246.5,3,3.4,8.82,2016,1,942600.0,924144.37
1997.0,3,3.2,6.11,2021,2,683600.0,670265.34
2419.2,1,1.4,4.96,1965,1,608400.0,595726.89
2040.9,3,2.8,1.61,1986,2,539700.0,529629.34
1950.6,3,2.8,5.18,2015,1,613400.0,600550.38
2459.5,2,2.9,8.39,1971,0,741800.0,727510.12
1854.9,3,3.0,6.53,2021,2,652900.0,639566.93
2133.7,5,4.5,8.49,2011,2,786300.0,770655.96
2160.8,3,3.5,5.45,2007,2,669500.0,656222.99
1666.0,3,3.1,2.07,1962,3,451000.0,442078.85
2496.0,1,1.8,1.12,2005,0,557600.0,546785.25
1912.5,3,2.9,3.73,1992,2,562300.0,551249.73
1622.1,2,3.0,7.28,1969,1,549700.0,539097.82
2268.3,3,3.6,8.11,1990,2,759900.0,744934.31
1550.8,4,4.4,3.66,1974,2,495900.0,485349.77
2014.1,3,3.2,5.46,1966,1,590900.0,579216.9
1995.4,1,2.0,4.79,1995,2,581300.0,569392.07
2542.9,3,2.9,4.69,1973,2,690000.0,675645.37
2237.3,3,2.8,3.08,2015,0,601700.0,589521.08
1987.5,3,2.8,2.23,2007,2,553400.0,542423.62
2408.9,4,4.1,2.77,1973,2,645100.0,632322.84
2695.1,4,4.0,1.5,1962,3,639400.0,627140.01
2278.9,3,3.3,2.78,2008,1,607500.0,596003.65
2005.2,3,2.8,1.08,2012,0,532400.0,521920.14
1344.1,2,2.4,6.65,2005,2,513000.0,502998.55
1467.4,2,2.7,3.85,2009,0,457100.0,448005.65
1847.4,3,3.2,9.76,1962,3,683400.0,670115.61
1695.2,3,3.5,2.74,2021,0,508200.0,498279.49
1906.5,3,3.0,4.11,1981,2,555000.0,543872.76
2028.3,3,3.6,4.22,1978,2,600500.0,589565.99
2264.8,1,1.8,1.08,1994,1,511300.0,500800.91
1964.8,3,3.0,8.55,1971,0,668900.0,656249.23
2243.3,2,2.2,1.29,2013,2,539000.0,527542.85
2032.2,2,2.6,9.46,1964,2,681600.0,668374.81
1012.3,4,4.3,9.03,1969,1,533300.0,523352.28
1530.3,1,1.7,5.82,2000,3,525200.0,513742.39
1928.0,3,3.0,5.89,1992,1,599000.0,587089.48
1395.2,2,2.9,6.88,1972,1,521400.0,511329.71
2300.0,4,4.2,4.48,2023,2,724700.0,710331.98
2765.4,3,3.2,6.83,1994,0,764200.0,749105.08
2609.4,2,2.5,1.4,2010,3,627400.0,614920.11
1893.3,3,3.0,1.49,1991,1,485800.0,475536.88
2745.4,3,3.4,5.12,1970,0,755300.0,741378.02
2074.3,5,4.6,5.95,2007,1,693400.0,679280.23
1831.5,2,3.0,8.99,1997,2,695200.0,681513.08
1693.3,4,4.0,1.94,1983,2,480700.0,470762.58
1848.8,4,4.0,8.4,1994,2,683200.0,668398.07
1805.9,4,4.1,2.89,1978,0,510600.0,499925.74
2085.2,3,3.7,4.55,1965,1,579700.0,567382.2
2080.3,3,3.6,3.85,1999,2,606100.0,594523.78
2001.5,3,3.2,4.6,2013,0,590500.0,578386.57
2218.5,4,4.2,2.35,2004,2,611500.0,599012.95
2595.3,3,3.3,5.53,2003,0,741800.0,726431.83
2474.8,3,3.2,8.21,2021,2,821400.0,805019.02
1257.6,3,2.9,4.97,2001,1,487500.0,477391.77
723.0,3,3.2,5.42,1994,2,404000.0,396416.18
2467.2,4,3.7,8.64,1963,1,778300.0,762885.02
1316.6,2,2.9,7.35,1992,0,503800.0,493438.09
1887.6,4,3.8,5.41,1972,1,586000.0,574705.12
1414.9,3,3.7,3.32,2015,0,476500.0,466973.97
1099.0,4,4.0,8.96,1995,1,550300.0,539304.75
2270.7,3,3.4,6.19,2013,2,696900.0,682230.68
2379.6,3,3.3,2.99,2002,2,658600.0,645392.46
1711.7,4,3.6,3.42,1978,2,559800.0,548764.77
704.5,2,2.4,8.23,2002,2,450800.0,442450.78
1726.9,4,3.6,1.4,1971,2,494400.0,484136.05
2195.9,3,3.4,9.93,1970,1,743600.0,729867.05
1260.5,3,3.2,2.17,1965,1,358600.0,351706.43
2091.7,2,2.8,8.16,2023,1,713800.0,698764.29
1992.3,3,3.0,4.55,1971,2,590800.0,578561.4
2289.6,2,2.2,5.43,1986,1,636200.0,624186.5
2059.8,1,1.7,8.93,2000,0,657700.0,645167.61
1513.5,2,2.9,4.72,1984,2,508800.0,498633.05
2598.3,1,2.0,5.84,2001,1,680600.0,667062.96
1920.7,5,4.7,1.44,1962,2,523200.0,512153.69
1986.3,5,4.8,1.02,1962,2,522100.0,512318.72
1533.4,3,2.8,3.2,1979,0,451200.0,441682.12
1778.4,3,3.7,7.13,1987,0,592900.0,581464.37
1557.6,2,2.7,2.09,1982,1,412400.0,404828.02
1913.5,3,3.0,2.02,2007,2,523000.0,512564.08
2855.9,4,4.1,4.7,1962,1,748400.0,733915.81
1314.0,4,3.6,6.83,2001,2,541000.0,531103.82
1193.2,3,3.7,7.41,1983,2,529100.0,518651.98
2735.6,4,3.7,2.61,2002,1,724300.0,709726.35
1895.3,2,2.6,1.72,1999,0,478500.0,468896.57
1665.5,5,4.5,9.46,1965,2,712500.0,697878.51
2520.0,1,2.0,3.35,1979,1,621500.0,608687.21
1697.2,3,3.5,8.68,1970,2,649200.0,636437.2
2913.0,3,3.4,8.77,1991,1,865300.0,847912.03
2339.0,3,3.4,7.95,2019,2,773200.0,757899.78
1756.0,2,2.9,2.52,1986,2,496100.0,485433.03
3078.7,4,3.6,8.4,1980,2,897400.0,879405.69
1697.1,2,2.3,7.92,2003,1,577300.0,566269.06
2371.0,3,3.0,6.37,2007,1,722000.0,707000.54
2149.6,2,3.0,4.03,2009,2,596000.0,584088.26
2650.9,2,2.4,3.36,1972,1,625200.0,611768.7
2780.8,3,3.5,2.1,1981,1,666800.0,652811.27
2016.0,3,3.4,5.59,1994,3,644100.0,631621.83
1623.3,2,2.2,6.27,2006,1,530900.0,520127.36
2230.0,2,2.2,4.23,1981,0,582900.0,572153.04
1661.1,3,3.0,5.28,1987,0,548100.0,537354.22
3006.7,4,3.9,4.27,1980,2,773900.0,758687.3
