tenure_months,monthly_spend,support_tickets,contract_type,paperless_billing,usage_gb,churn
42,31.02,3,One-Year,Yes,150.3,0
41,94.53,0,Month-to-Month,Yes,128.7,0
47,94.2,2,Month-to-Month,Yes,343.9,1
14,138.84,1,Month-to-Month,Yes,105.6,0
1,88.4,0,Month-to-Month,Yes,323.5,1
17,37.82,2,One-Year,Yes,56.3,0
55,94.46,5,Month-to-Month,No,313.9,1
53,31.87,1,Month-to-Month,No,261.6,0
31,46.49,3,Month-to-Month,No,65.8,1
62,24.04,2,Month-to-Month,Yes,328.1,1
8,86.73,2,Month-to-Month,No,228.8,1
30,30.99,2,One-Year,Yes,116.4,0
66,81.02,3,One-Year,Yes,183.2,0
45,141.28,0,Month-to-Month,Yes,251.1,1
18,113.57,0,Month-to-Month,Yes,54.9,0
45,30.06,1,Month-to-Month,No,479.2,0
19,49.15,3,Month-to-Month,Yes,336.1,1
68,107.58,0,One-Year,Yes,60.2,0
50,136.31,1,Month-to-Month,Yes,413.2,1
25,24.28,0,Month-to-Month,No,168.1,0
38,125.62,4,One-Year,No,302.4,1
36,93.04,1,Month-to-Month,Yes,145.8,1
68,90.99,1,One-Year,Yes,369.4,0
56,144.52,0,One-Year,No,364.3,0
39,117.19,3,Month-to-Month,Yes,280.5,0
63,130.52,3,One-Year,Yes,128.1,0
7,66.02,2,One-Year,Yes,134.3,1
58,92.07,1,Month-to-Month,Yes,197.6,0
59,100.0,3,One-Year,Yes,81.1,0
48,61.81,2,Two-Year,Yes,175.5,0
5,94.13,3,Two-Year,Yes,345.3,0
36,50.77,2,One-Year,No,417.1,1
25,38.64,0,Two-Year,Yes,173.0,0
45,68.62,2,Month-to-Month,Yes,124.5,1
19,116.11,2,One-Year,Yes,418.0,0
7,139.1,2,Month-to-Month,Yes,446.4,1
58,79.5,3,Month-to-Month,Yes,210.9,1
66,103.57,1,One-Year,No,23.2,0
39,33.39,1,One-Year,Yes,350.5,0
18,137.58,1,Month-to-Month,Yes,394.2,1
1,93.92,2,One-Year,Yes,18.8,0
63,121.44,2,Month-to-Month,Yes,301.6,0
3,123.28,1,Month-to-Month,No,298.3,1
21,53.34,0,Month-to-Month,Yes,195.6,0
30,88.79,2,Month-to-Month,No,377.4,1
11,144.86,0,Month-to-Month,No,219.8,1
22,31.65,0,One-Year,Yes,341.6,0
57,108.8,2,Month-to-Month,Yes,263.4,1
3,145.09,0,Month-to-Month,Yes,131.7,1
30,59.08,0,One-Year,No,307.2,0
45,131.99,1,One-Year,Yes,371.1,0
36,141.38,1,Month-to-Month,Yes,487.2,0
64,117.12,3,Month-to-Month,Yes,196.3,0
54,50.07,0,Month-to-Month,Yes,41.6,1
68,63.42,3,One-Year,No,494.1,0
50,24.66,1,Two-Year,Yes,315.7,0
31,128.09,2,One-Year,Yes,473.8,0
29,130.45,0,Month-to-Month,Yes,60.9,0
59,102.25,1,One-Year,Yes,177.6,0
36,65.83,1,Month-to-Month,Yes,75.6,1
67,29.99,1,Month-to-Month,Yes,419.4,0
11,117.9,6,Month-to-Month,Yes,441.4,1
11,114.45,2,One-Year,Yes,255.6,1
26,138.64,1,One-Year,Yes,101.4,1
53,114.97,2,One-Year,Yes,72.3,0
14,127.73,4,One-Year,No,298.2,1
64,116.97,1,Month-to-Month,No,258.1,1
10,101.99,1,Month-to-Month,Yes,350.4,1
31,75.51,2,One-Year,Yes,159.6,0
36,137.28,1,One-Year,No,207.2,0
10,104.63,1,One-Year,Yes,20.5,0
26,71.79,1,Month-to-Month,No,309.0,0
20,30.85,0,One-Year,No,217.3,0
44,57.79,1,Month-to-Month,Yes,460.7,0
62,90.68,1,One-Year,Yes,324.5,0
9,55.83,0,Month-to-Month,Yes,205.4,1
71,48.76,3,Two-Year,Yes,139.2,0
24,88.56,2,Month-to-Month,No,453.6,1
12,42.08,4,One-Year,No,18.0,0
60,124.05,0,One-Year,Yes,170.2,0
16,82.97,0,Month-to-Month,Yes,472.3,1
29,94.6,2,Month-to-Month,Yes,330.5,0
32,39.16,1,One-Year,Yes,271.0,0
35,62.19,2,Month-to-Month,Yes,109.7,0
43,73.31,0,Month-to-Month,No,418.4,0
53,125.07,2,Two-Year,Yes,110.1,0
20,120.12,0,One-Year,Yes,131.6,0
8,48.99,2,Month-to-Month,Yes,104.0,1
42,100.1,2,One-Year,Yes,87.5,0
70,51.65,1,One-Year,Yes,477.1,0
16,148.47,0,Two-Year,Yes,305.0,0
69,143.78,0,One-Year,Yes,322.5,0
53,93.22,2,Two-Year,No,477.6,1
45,110.86,2,Month-to-Month,Yes,123.0,1
51,124.19,4,One-Year,Yes,12.9,1
6,113.73,1,Month-to-Month,No,303.5,1
33,110.98,2,Month-to-Month,No,258.8,1
15,144.61,2,One-Year,Yes,244.0,0
14,97.54,0,Month-to-Month,Yes,40.3,0
39,102.72,2,One-Year,No,232.7,0
63,130.4,0,Two-Year,Yes,150.9,0
5,107.09,1,Month-to-Month,Yes,144.5,1
52,115.28,0,Month-to-Month,Yes,119.0,0
16,50.44,3,One-Year,Yes,172.9,0
38,68.26,2,Two-Year,Yes,183.0,0
53,39.15,4,One-Year,Yes,161.3,0
53,85.75,2,One-Year,No,489.6,0
46,79.24,1,Month-to-Month,No,467.0,0
15,149.63,0,Month-to-Month,No,291.5,1
59,99.46,0,One-Year,Yes,490.7,0
50,122.24,1,Month-to-Month,Yes,495.7,1
9,63.42,1,Two-Year,No,184.4,1
26,128.1,1,Month-to-Month,Yes,228.1,0
3,99.96,4,One-Year,Yes,479.9,0
47,110.61,0,One-Year,Yes,308.2,0
5,58.28,2,One-Year,Yes,114.3,1
62,91.32,2,One-Year,Yes,347.8,0
5,102.42,0,Two-Year,Yes,110.8,0
10,96.58,1,Two-Year,No,176.3,1
63,138.98,1,Two-Year,Yes,121.5,0
25,136.78,0,Two-Year,No,130.0,0
44,146.23,1,One-Year,No,12.3,0
25,106.77,2,One-Year,Yes,441.5,0
30,146.35,1,Month-to-Month,No,155.0,1
14,128.22,2,Month-to-Month,Yes,52.3,1
43,55.21,3,Month-to-Month,Yes,52.6,0
28,75.57,0,Month-to-Month,Yes,282.4,0
19,50.99,3,Month-to-Month,Yes,496.5,1
42,20.55,0,Month-to-Month,Yes,81.1,0
20,44.45,2,Two-Year,Yes,58.8,0
11,20.53,0,Two-Year,Yes,224.8,0
54,113.58,2,Month-to-Month,Yes,286.0,0
24,75.32,2,Month-to-Month,Yes,154.2,1
70,60.63,4,Two-Year,Yes,158.2,0
17,119.02,3,Two-Year,Yes,218.0,0
28,128.22,2,Two-Year,No,163.9,1
50,146.79,0,Two-Year,Yes,458.5,0
55,103.46,2,Two-Year,No,30.6,0
10,80.0,3,Month-to-Month,Yes,124.9,1
21,59.68,1,Month-to-Month,Yes,406.2,0
58,48.9,1,One-Year,Yes,418.6,0
34,47.68,2,Month-to-Month,Yes,64.7,1
43,73.19,1,Two-Year,No,487.1,0
11,148.93,2,One-Year,Yes,349.7,0
33,20.11,0,One-Year,Yes,143.6,1
58,45.64,0,Month-to-Month,Yes,233.5,1
46,44.49,1,One-Year,Yes,155.6,0
61,113.23,0,One-Year,No,83.5,0
62,65.82,1,Two-Year,Yes,152.7,0
1,79.44,0,Month-to-Month,No,294.2,0
21,39.32,1,Two-Year,Yes,414.7,0
62,72.65,2,Two-Year,Yes,188.1,0
64,33.42,3,One-Year,Yes,180.5,1
56,89.3,1,One-Year,Yes,239.3,0
1,32.73,3,One-Year,No,325.8,0
21,122.77,0,Month-to-Month,Yes,378.3,1
22,93.66,3,Month-to-Month,Yes,170.1,0
54,114.12,2,Two-Year,No,297.3,0
4,74.41,0,One-Year,Yes,200.8,0
65,69.59,1,Month-to-Month,Yes,361.0,1
51,32.77,2,One-Year,Yes,90.7,0
63,88.1,3,Month-to-Month,Yes,135.9,0
15,86.89,2,Month-to-Month,Yes,218.8,1
36,80.85,1,One-Year,Yes,445.8,1
29,116.27,1,Month-to-Month,No,290.9,0
52,128.23,1,Month-to-Month,Yes,483.0,0
46,117.6,1,Month-to-Month,No,60.6,1
69,38.7,4,One-Year,Yes,235.5,0
29,100.87,1,Month-to-Month,Yes,215.3,1
47,30.44,0,Month-to-Month,No,304.1,0
25,110.3,6,Month-to-Month,No,407.9,1
16,69.64,1,Month-to-Month,Yes,422.3,0
41,37.22,0,Month-to-Month,Yes,338.4,1
65,132.07,2,Month-to-Month,No,324.4,1
69,99.82,1,Month-to-Month,No,475.0,1
20,66.11,5,Two-Year,No,198.0,0
69,23.99,2,Month-to-Month,Yes,418.1,0
36,89.85,1,Month-to-Month,Yes,461.5,1
58,140.02,3,Month-to-Month,Yes,250.9,1
48,97.53,0,Month-to-Month,No,367.3,0
2,146.31,1,One-Year,Yes,194.7,1
29,37.74,2,Month-to-Month,Yes,87.9,0
16,93.88,1,Month-to-Month,No,297.4,1
35,123.76,4,Month-to-Month,Yes,106.3,0
62,88.32,2,One-Year,No,234.2,0
4,31.84,1,Month-to-Month,Yes,437.7,1
68,95.78,2,One-Year,Yes,52.1,0
51,99.53,2,Month-to-Month,Yes,24.9,0
33,114.73,1,Month-to-Month,Yes,307.2,0
24,118.96,1,One-Year,Yes,172.2,0
25,120.2,3,One-Year,Yes,214.8,1
28,106.25,2,One-Year,Yes,208.8,1
7,48.06,0,Month-to-Month,No,52.4,1
36,72.55,2,One-Year,Yes,11.7,0
10,120.9,3,Month-to-Month,Yes,450.2,1
36,143.95,1,One-Year,Yes,116.7,0
18,30.26,2,One-Year,Yes,218.8,1
6,89.62,1,Month-to-Month,No,486.2,1
7,60.63,1,One-Year,Yes,415.1,0
12,49.3,1,One-Year,Yes,62.9,0
41,85.76,3,Month-to-Month,No,259.2,1
63,98.79,1,Two-Year,Yes,367.7,0
25,21.27,4,Two-Year,Yes,352.2,0
53,121.43,1,Month-to-Month,No,382.8,1
33,126.58,4,Two-Year,No,234.2,0
6,145.52,2,Month-to-Month,Yes,96.2,1
62,43.48,1,One-Year,Yes,237.8,0
66,97.29,1,Two-Year,No,327.5,0
9,75.46,1,One-Year,Yes,308.2,1
67,63.53,2,Month-to-Month,No,44.6,0
16,93.53,2,Two-Year,No,41.8,0
55,121.71,2,Month-to-Month,Yes,483.0,1
40,23.0,2,Month-to-Month,Yes,84.4,0
26,146.02,2,Month-to-Month,Yes,154.3,0
38,125.28,1,Two-Year,Yes,386.1,0
35,117.65,2,Two-Year,Yes,210.7,0
68,118.85,0,Month-to-Month,No,98.9,0
59,70.58,1,Two-Year,Yes,238.9,0
14,117.71,2,Month-to-Month,Yes,288.8,1
47,70.28,2,Two-Year,No,231.9,0
71,136.83,3,One-Year,Yes,460.3,1
42,43.04,0,Month-to-Month,Yes,149.5,0
51,58.01,2,Month-to-Month,Yes,334.1,0
19,91.67,0,Month-to-Month,Yes,65.0,0
66,61.5,4,Month-to-Month,No,202.2,0
47,75.15,2,One-Year,Yes,373.1,0
65,84.01,1,Month-to-Month,Yes,120.2,0
42,131.33,2,Two-Year,Yes,299.0,0
38,88.01,0,One-Year,No,85.2,0
13,67.12,0,One-Year,No,60.3,0
44,52.21,3,Month-to-Month,Yes,266.4,0
24,73.13,1,Two-Year,No,340.8,0
30,87.05,0,One-Year,Yes,65.5,1
70,116.99,1,Two-Year,Yes,459.7,0
38,35.74,0,Two-Year,No,120.6,0
23,48.81,0,Month-to-Month,Yes,68.8,1
57,69.36,4,Month-to-Month,Yes,109.3,1
23,66.85,1,Two-Year,Yes,93.1,0
36,70.93,5,Two-Year,Yes,54.4,0
57,123.16,2,One-Year,Yes,400.9,0
1,62.14,2,Month-to-Month,Yes,252.8,1
3,85.25,1,One-Year,Yes,200.4,0
14,101.11,1,Month-to-Month,Yes,475.8,1
34,50.18,3,Month-to-Month,Yes,191.8,1
70,113.43,0,Month-to-Month,Yes,91.8,0
69,91.12,1,Month-to-Month,No,144.3,0
51,78.08,2,Month-to-Month,Yes,127.1,0
29,125.27,0,Two-Year,No,254.4,0
48,51.65,0,Two-Year,No,152.8,0
16,134.81,0,Two-Year,Yes,262.9,1
57,92.94,1,Two-Year,Yes,338.0,0
10,99.19,1,Month-to-Month,Yes,390.9,1
19,133.76,0,Two-Year,Yes,358.0,0
67,126.29,1,Two-Year,Yes,110.7,0
36,98.2,2,Two-Year,Yes,66.8,0
4,117.91,2,One-Year,Yes,275.8,1
33,76.33,0,Month-to-Month,No,107.5,1
28,91.16,1,Month-to-Month,No,51.6,1
9,28.07,2,Month-to-Month,Yes,268.3,0
6,31.68,3,Two-Year,Yes,170.1,1
49,127.83,1,Month-to-Month,Yes,380.5,0
22,27.76,5,Two-Year,Yes,164.0,0
48,42.02,1,Month-to-Month,No,489.6,0
21,123.46,1,One-Year,No,381.7,0
33,20.15,1,Month-to-Month,Yes,38.3,0
56,56.71,0,Month-to-Month,Yes,259.3,1
29,95.93,2,Month-to-Month,Yes,285.7,1
53,97.41,1,One-Year,No,350.7,0
40,121.03,1,Month-to-Month,Yes,253.9,0
18,85.77,0,One-Year,Yes,246.9,1
47,86.22,2,Month-to-Month,No,190.3,0
13,114.29,2,Two-Year,No,143.0,0
27,84.82,0,Month-to-Month,No,473.6,0
62,99.1,1,One-Year,Yes,165.6,0
45,136.71,3,Month-to-Month,Yes,41.1,0
3,72.19,1,One-Year,Yes,92.0,0
22,70.07,2,Month-to-Month,No,430.1,1
27,20.46,1,One-Year,No,297.5,0
55,99.75,0,Two-Year,No,391.6,0
67,23.87,3,Month-to-Month,Yes,406.3,0
33,85.54,1,Month-to-Month,No,413.4,1
2,124.55,2,One-Year,Yes,279.8,0
46,91.49,8,One-Year,Yes,96.8,1
33,55.05,0,Month-to-Month,Yes,82.6,0
58,122.2,3,Month-to-Month,Yes,291.3,1
7,55.06,3,Month-to-Month,Yes,189.6,1
15,115.29,2,Month-to-Month,No,283.4,1
26,99.33,1,Month-to-Month,No,254.3,0
11,42.1,0,Two-Year,Yes,305.1,0
38,137.67,1,Month-to-Month,Yes,25.7,1
27,46.08,0,One-Year,Yes,26.1,0
7,148.65,3,Two-Year,Yes,363.6,1
1,20.95,5,Month-to-Month,Yes,104.6,1
21,54.25,1,One-Year,No,329.6,0
30,45.98,1,Two-Year,Yes,277.8,0
8,21.82,0,Month-to-Month,No,491.1,0
3,115.21,0,Month-to-Month,No,419.3,0
55,110.15,1,Two-Year,Yes,212.4,1
15,123.01,2,Two-Year,Yes,312.0,0
36,53.37,1,Month-to-Month,No,67.5,0
6,77.76,2,Month-to-Month,Yes,199.3,0
42,105.68,2,Month-to-Month,No,369.6,0
50,77.17,2,Month-to-Month,No,315.1,0
18,110.65,1,Month-to-Month,Yes,247.4,1
50,102.42,1,One-Year,No,96.5,0
30,34.9,2,Two-Year,Yes,403.5,0
39,121.54,1,Month-to-Month,No,143.9,1
12,113.69,1,Two-Year,Yes,412.0,1
59,105.26,3,Month-to-Month,No,309.7,0
44,40.16,1,Month-to-Month,Yes,192.6,0
4,54.84,3,One-Year,No,29.9,1
36,71.11,1,Month-to-Month,Yes,123.9,0
48,56.39,2,Month-to-Month,Yes,445.6,0
14,49.62,3,Two-Year,Yes,410.8,0
49,124.7,0,Month-to-Month,No,291.7,0
67,102.97,1,One-Year,Yes,238.5,0
9,93.51,2,Month-to-Month,Yes,327.1,1
21,49.37,2,Month-to-Month,No,238.5,0
16,139.35,1,One-Year,No,325.7,0
16,44.85,3,Two-Year,Yes,160.6,0
28,123.34,1,Month-to-Month,No,420.9,1
51,145.67,4,One-Year,Yes,353.9,1
56,114.52,2,Two-Year,No,171.7,0
57,149.07,4,One-Year,No,417.0,0
52,104.64,1,Month-to-Month,Yes,248.8,0
46,48.27,1,One-Year,Yes,95.6,0
38,46.5,2,One-Year,Yes,48.1,0
48,62.19,1,One-Year,Yes,352.8,0
41,20.93,2,Month-to-Month,No,433.9,0
59,108.62,3,Month-to-Month,Yes,405.6,1
67,54.93,4,One-Year,No,331.3,0
66,125.97,1,Month-to-Month,Yes,79.3,0
27,66.69,1,One-Year,No,56.1,0
32,82.39,0,Two-Year,No,179.1,0
56,145.54,0,Two-Year,No,428.9,1
10,51.48,1,Month-to-Month,Yes,481.3,0
40,113.76,1,Month-to-Month,Yes,128.3,0
17,118.17,2,One-Year,Yes,383.4,0
58,48.73,0,One-Year,Yes,291.2,0
6,85.13,1,Two-Year,Yes,25.6,1
39,65.53,2,One-Year,No,276.0,0
18,120.35,1,Month-to-Month,Yes,404.9,1
42,100.92,2,One-Year,Yes,145.3,1
4,81.88,2,One-Year,Yes,449.7,0
20,121.32,1,One-Year,Yes,125.8,0
28,50.57,4,One-Year,Yes,47.5,0
40,117.97,1,Month-to-Month,No,88.4,0
65,132.5,3,Month-to-Month,Yes,420.1,1
44,134.22,3,Month-to-Month,No,214.5,1
23,121.88,0,Month-to-Month,Yes,400.5,1
57,73.04,5,Month-to-Month,No,270.3,1
47,147.64,3,Two-Year,Yes,245.5,1
13,69.35,1,Month-to-Month,No,405.4,0
16,103.02,1,Two-Year,Yes,217.5,1
55,40.94,2,Month-to-Month,Yes,403.0,0
65,147.46,3,Month-to-Month,Yes,59.3,1
16,111.52,1,Month-to-Month,No,321.8,1
37,117.94,1,Month-to-Month,No,354.3,1
52,28.55,0,Two-Year,Yes,450.6,0
10,119.24,0,Month-to-Month,Yes,119.9,1
38,120.71,1,Month-to-Month,Yes,306.1,0
44,107.33,0,Two-Year,Yes,222.3,0
54,57.95,0,Month-to-Month,Yes,197.6,1
51,83.66,1,Month-to-Month,Yes,62.3,0
52,34.36,0,Month-to-Month,No,75.8,0
70,81.31,2,Month-to-Month,No,420.1,0
59,51.7,3,Month-to-Month,Yes,377.4,0
13,65.38,2,Month-to-Month,Yes,197.3,1
41,41.14,1,Two-Year,Yes,416.0,0
12,49.91,3,Two-Year,Yes,49.6,0
50,29.95,1,Month-to-Month,Yes,316.1,0
57,139.59,4,Month-to-Month,Yes,435.4,1
50,88.95,1,Month-to-Month,No,421.0,0
57,71.58,1,One-Year,No,192.7,0
54,89.55,2,Month-to-Month,Yes,375.2,0
66,101.68,3,Two-Year,Yes,219.5,0
8,139.84,0,One-Year,No,421.7,1
63,43.23,1,Month-to-Month,No,270.1,0
9,58.42,0,One-Year,Yes,384.8,1
60,146.85,1,Month-to-Month,No,48.5,1
63,68.26,2,Month-to-Month,Yes,299.1,1
3,22.93,2,Month-to-Month,Yes,279.6,1
13,39.19,2,Month-to-Month,Yes,308.9,1
9,23.42,4,One-Year,No,350.9,1
52,148.69,1,One-Year,Yes,459.9,0
62,56.25,2,Month-to-Month,Yes,395.0,1
8,140.06,0,Two-Year,No,117.6,0
45,149.47,1,Month-to-Month,No,414.7,1
53,97.98,3,Month-to-Month,No,69.8,0
63,24.32,3,Month-to-Month,Yes,314.9,1
57,30.61,0,One-Year,No,442.5,0
54,82.61,2,Two-Year,Yes,59.5,1
19,72.8,1,One-Year,Yes,426.3,0
67,98.8,1,Two-Year,Yes,401.3,0
46,77.05,4,Month-to-Month,Yes,256.8,0
10,141.43,0,Month-to-Month,Yes,161.4,0
18,89.52,0,One-Year,No,208.7,1
12,110.18,0,One-Year,Yes,484.6,1
49,136.54,1,Month-to-Month,Yes,108.8,1
23,39.09,3,Two-Year,Yes,294.0,0
62,49.87,1,Month-to-Month,Yes,50.8,0
11,33.95,2,Month-to-Month,Yes,116.8,0
56,38.15,1,One-Year,No,384.0,1
55,86.64,0,One-Year,No,158.3,0
25,61.75,3,Month-to-Month,No,493.0,1
9,75.01,2,Month-to-Month,Yes,255.4,1
12,147.72,2,Month-to-Month,Yes,263.1,0
11,40.37,1,One-Year,Yes,27.8,0
38,90.31,0,One-Year,No,478.7,0
28,32.85,2,One-Year,Yes,95.4,0
8,61.4,2,Month-to-Month,Yes,273.8,0
47,88.58,2,Two-Year,Yes,203.9,1
36,143.06,1,Two-Year,Yes,213.6,0
50,70.86,2,Month-to-Month,Yes,325.2,0
9,28.44,2,Month-to-Month,Yes,334.4,1
60,70.46,1,Month-to-Month,No,85.6,0
67,38.95,3,Month-to-Month,No,254.8,0
53,49.9,4,Two-Year,Yes,397.3,0
17,100.35,0,One-Year,Yes,227.2,1
53,28.77,4,Two-Year,No,91.2,0
28,80.41,1,Month-to-Month,Yes,163.5,1
63,99.23,4,One-Year,Yes,114.1,0
15,74.84,2,Month-to-Month,No,71.7,1
19,22.49,5,Month-to-Month,Yes,195.0,1
70,148.12,2,One-Year,Yes,275.1,0
47,67.73,0,Month-to-Month,Yes,45.6,0
71,121.22,2,One-Year,Yes,305.9,0
48,62.33,3,One-Year,Yes,496.6,1
20,81.75,2,Two-Year,Yes,482.4,1
37,70.5,1,Month-to-Month,Yes,416.3,0
2,64.53,1,One-Year,Yes,140.5,0
64,22.84,3,Two-Year,Yes,21.0,0
36,66.8,2,Two-Year,Yes,418.4,0
5,135.63,3,One-Year,Yes,37.3,1
64,109.75,5,One-Year,Yes,110.8,0
7,38.9,1,Month-to-Month,Yes,276.8,0
70,96.85,1,One-Year,Yes,97.4,0
22,135.99,3,One-Year,Yes,418.6,1
46,111.0,2,One-Year,Yes,390.8,0
40,39.33,2,One-Year,Yes,380.3,0
61,132.82,2,Month-to-Month,Yes,409.9,0
46,59.2,1,Month-to-Month,No,117.7,1
28,79.03,5,One-Year,Yes,367.2,0
35,88.4,0,Month-to-Month,Yes,184.1,1
1,130.57,2,Month-to-Month,Yes,336.8,1
29,141.11,2,Month-to-Month,No,69.8,1
9,140.85,1,Month-to-Month,Yes,355.7,1
9,21.03,0,Two-Year,Yes,486.3,0
22,139.85,0,One-Year,Yes,31.4,0
63,27.07,1,Month-to-Month,Yes,56.0,0
66,54.55,1,Month-to-Month,No,70.6,0
58,86.95,3,Month-to-Month,No,221.0,1
70,82.39,2,Month-to-Month,Yes,152.5,0
55,98.61,2,Month-to-Month,Yes,405.4,0
13,82.33,1,Two-Year,No,242.2,0
19,141.47,1,Month-to-Month,Yes,247.4,1
33,51.27,3,One-Year,Yes,361.3,0
65,55.62,2,Two-Year,No,187.4,0
60,139.7,0,Two-Year,Yes,183.1,1
12,29.98,2,Month-to-Month,No,380.9,0
43,99.24,2,One-Year,Yes,392.2,1
17,108.63,3,Month-to-Month,Yes,17.1,1
68,85.72,1,Month-to-Month,Yes,80.5,0
29,110.25,2,Month-to-Month,No,114.4,1
55,42.46,1,Two-Year,Yes,182.3,0
7,130.84,2,Month-to-Month,Yes,152.8,1
44,38.2,3,One-Year,No,337.6,0
5,72.11,2,One-Year,Yes,415.8,1
60,29.78,1,Two-Year,Yes,104.1,0
6,90.88,1,One-Year,Yes,285.9,0
7,107.07,1,Month-to-Month,Yes,190.2,1
46,142.36,2,Month-to-Month,Yes,257.8,0
57,116.11,2,Month-to-Month,Yes,314.2,1
54,90.34,4,One-Year,No,447.9,1
46,141.24,3,One-Year,Yes,104.2,0
10,82.2,3,One-Year,No,52.6,0
4,92.96,2,Month-to-Month,Yes,317.3,1
67,97.49,2,One-Year,No,203.1,1
25,73.3,1,One-Year,Yes,89.8,0
61,129.0,1,Two-Year,Yes,67.4,0
38,44.07,0,One-Year,Yes,283.9,1
32,92.13,0,Month-to-Month,Yes,157.2,1
23,113.89,3,Month-to-Month,Yes,498.7,1
37,137.52,0,Month-to-Month,Yes,208.9,0
3,134.91,3,One-Year,Yes,114.0,1
13,86.14,2,One-Year,Yes,318.1,0
34,103.61,3,Month-to-Month,Yes,129.7,0
65,71.25,3,Month-to-Month,No,252.1,0
8,80.86,2,Month-to-Month,No,246.5,1
9,137.81,0,Two-Year,Yes,232.2,1
28,140.99,2,Month-to-Month,Yes,400.1,0
18,136.4,1,Month-to-Month,Yes,116.1,1
42,37.99,1,Month-to-Month,No,453.1,0
41,130.51,1,Month-to-Month,No,397.8,1
70,143.29,1,One-Year,Yes,173.2,0
33,66.96,0,Two-Year,Yes,98.5,0
54,87.42,2,Month-to-Month,Yes,147.0,1
36,121.28,0,One-Year,Yes,173.0,0
56,93.07,1,Month-to-Month,Yes,282.9,1
17,149.15,2,Two-Year,Yes,32.7,0
10,79.24,3,Month-to-Month,Yes,458.0,1
44,112.81,3,Month-to-Month,Yes,58.4,1
2,123.04,0,One-Year,No,146.8,1
14,84.23,1,Month-to-Month,Yes,63.6,1
41,131.41,1,Month-to-Month,Yes,135.8,1
2,91.0,0,One-Year,Yes,420.5,0
19,73.51,2,One-Year,Yes,311.4,1
1,34.02,0,Month-to-Month,No,121.4,0
2,71.14,0,One-Year,Yes,437.2,0
27,115.41,0,One-Year,Yes,402.3,0
2,139.77,2,One-Year,Yes,379.3,1
51,52.72,1,One-Year,Yes,425.3,0
10,66.18,2,One-Year,No,313.6,1
19,40.01,1,Month-to-Month,Yes,255.7,1
13,109.79,3,Month-to-Month,Yes,193.2,1
48,144.82,3,Month-to-Month,Yes,119.6,1
56,103.32,1,Month-to-Month,Yes,283.1,1
56,100.22,1,One-Year,Yes,445.9,0
50,91.95,3,Month-to-Month,Yes,301.1,1
45,31.5,0,Month-to-Month,Yes,460.6,0
59,114.84,1,Month-to-Month,No,184.9,1
39,98.27,0,Month-to-Month,Yes,350.6,0
21,105.99,1,One-Year,Yes,327.8,0
55,136.85,4,Month-to-Month,Yes,338.5,1
57,121.91,2,One-Year,Yes,326.1,0
41,121.52,2,Month-to-Month,Yes,118.6,0
70,140.53,3,Two-Year,Yes,80.4,1
49,148.69,1,Two-Year,Yes,489.5,0
44,95.57,2,One-Year,No,32.2,0
35,34.15,0,Two-Year,Yes,239.2,0
5,79.69,2,One-Year,No,218.3,0
71,122.39,3,Two-Year,No,186.4,1
51,23.6,0,Two-Year,No,393.2,0
57,27.4,3,Two-Year,Yes,375.2,0
58,28.73,1,One-Year,No,453.6,0
36,115.03,5,One-Year,No,203.8,1
10,85.15,2,One-Year,Yes,286.4,0
50,67.96,2,Month-to-Month,Yes,447.2,1
37,33.73,5,Month-to-Month,Yes,497.0,0
20,115.19,2,Two-Year,Yes,485.0,0
13,61.73,2,Month-to-Month,Yes,361.7,0
19,54.49,0,One-Year,Yes,80.2,0
56,104.8,0,Month-to-Month,No,21.4,1
45,92.67,2,Month-to-Month,Yes,414.4,1
60,67.11,2,Two-Year,No,422.1,0
68,103.39,2,Two-Year,Yes,375.7,0
57,55.26,2,One-Year,Yes,147.2,0
54,123.33,3,Month-to-Month,Yes,323.5,0
37,49.81,0,Month-to-Month,Yes,165.0,0
37,40.65,2,Month-to-Month,No,230.8,1
14,121.72,2,Month-to-Month,Yes,197.4,1
44,112.03,0,Month-to-Month,Yes,457.7,0
42,43.74,2,One-Year,No,124.7,0
1,35.11,2,Month-to-Month,Yes,293.0,0
23,128.99,2,One-Year,No,186.9,1
64,120.96,2,Month-to-Month,Yes,334.9,1
28,62.54,5,Month-to-Month,Yes,286.6,1
4,105.57,3,Month-to-Month,Yes,462.7,0
41,36.14,2,Two-Year,No,59.8,0
60,85.92,0,One-Year,Yes,118.1,0
18,22.43,0,Month-to-Month,No,385.5,0
63,70.91,1,One-Year,No,190.7,0
61,29.73,1,Two-Year,Yes,91.2,0
49,81.77,4,One-Year,Yes,256.6,1
47,74.82,1,One-Year,No,329.5,0
39,77.77,2,Month-to-Month,Yes,32.0,1
6,25.89,4,One-Year,Yes,152.9,0
53,67.01,1,One-Year,Yes,406.6,0
25,118.34,2,One-Year,No,264.9,1
65,67.96,5,Two-Year,No,27.3,0
5,112.97,1,Month-to-Month,Yes,148.2,1
65,68.03,2,Month-to-Month,Yes,323.2,1
8,75.02,0,Two-Year,No,107.7,0
39,93.31,1,One-Year,Yes,415.4,1
43,143.59,0,Month-to-Month,No,341.5,0
5,34.15,1,Month-to-Month,Yes,241.0,1
4,24.28,1,Two-Year,No,458.7,0
1,99.03,0,Month-to-Month,No,202.0,1
56,143.38,2,Month-to-Month,Yes,125.2,1
