sqft,bedrooms,bathrooms,location_score,year_built,garage_capacity,price
3201.7,3,3.4,4.22,1976,2,825600.0
1971.2,3,3.5,3.5,2004,0,554700.0
2100.5,4,4.2,6.79,1960,0,651000.0
2525.3,2,2.8,7.24,1965,1,720800.0
2552.8,1,1.3,8.84,1964,2,758600.0
2593.5,3,3.5,4.08,2016,0,692900.0
2319.4,2,2.9,7.93,2004,3,725700.0
1428.5,1,1.5,6.05,2019,1,508100.0
2816.7,3,3.4,8.95,2014,1,881600.0
1426.8,2,2.3,5.75,2009,1,507500.0
2151.3,3,3.7,5.66,1988,0,632100.0
1622.9,2,2.0,6.2,1971,2,544900.0
1967.9,2,2.6,7.74,1998,2,667300.0
2164.4,3,2.9,9.68,2006,2,756700.0
2160.7,4,4.2,1.66,1962,1,553200.0
2211.0,3,2.9,1.48,2007,1,542100.0
2806.9,4,3.7,9.44,1960,1,865900.0
2226.8,2,2.5,5.77,1986,3,651900.0
1877.9,4,4.4,6.53,2007,1,655200.0
2482.0,2,2.2,5.34,1983,2,674600.0
2594.7,3,2.9,1.84,2021,1,652300.0
1386.2,3,3.5,7.91,2003,1,592200.0
2298.7,4,4.0,7.73,1978,1,748200.0
2350.6,3,3.7,3.81,2018,0,651700.0
1851.2,1,1.4,3.76,1967,2,496000.0
2687.9,1,1.9,8.54,2014,1,794300.0
1925.0,4,3.7,1.65,2003,2,540200.0
2062.8,3,2.9,8.93,2006,0,709300.0
1913.5,4,4.2,3.31,1961,3,566100.0
2007.8,2,2.6,6.34,2020,1,646600.0
1451.9,2,2.8,9.42,1989,2,598200.0
1280.0,1,1.6,7.1,1989,2,479500.0
2797.3,5,4.7,4.73,2008,3,851100.0
1576.5,3,3.2,7.21,1998,1,601800.0
1504.3,4,4.5,4.1,2004,2,531000.0
923.3,2,2.3,3.5,1991,1,354500.0
1680.5,3,3.0,9.97,1960,1,644500.0
1338.5,3,3.1,7.76,1997,1,562500.0
2821.0,2,2.6,6.8,1972,1,760700.0
2504.9,4,3.8,4.2,1970,3,717300.0
1655.9,4,4.4,1.44,1969,0,459300.0
3126.2,4,3.8,1.28,2007,2,757000.0
2490.9,3,3.6,5.99,2018,2,768300.0
1837.6,2,2.1,7.86,1985,2,625900.0
750.3,2,2.7,5.84,2015,2,409200.0
3145.5,5,5.2,8.57,2014,0,965700.0
1305.2,1,1.4,1.3,1979,2,333100.0
1177.3,3,3.7,4.3,1976,1,431800.0
2511.3,3,3.2,3.13,1976,3,647800.0
3219.9,3,3.7,5.03,1963,2,805700.0
2692.1,5,4.9,1.65,1964,3,677900.0
2282.0,2,2.3,9.59,2019,0,734400.0
2297.4,2,2.2,3.01,1982,1,559600.0
2426.7,1,1.6,9.3,2005,1,746900.0
2379.5,3,2.8,4.83,2011,0,670100.0
2140.6,2,2.1,9.87,1969,1,700400.0
2052.1,2,2.1,5.99,2005,2,594900.0
1968.7,4,3.9,9.38,1987,1,750800.0
1623.0,4,4.3,1.05,1992,2,491800.0
1859.7,2,2.1,7.73,2002,2,643600.0
1153.5,3,2.9,9.13,1985,2,584200.0
1950.8,4,4.1,2.26,2014,1,555300.0
1505.7,1,1.4,1.87,2009,1,427000.0
1448.2,1,1.3,4.82,2007,1,444900.0
2089.9,2,2.2,9.4,1988,1,703600.0
2696.0,3,3.7,5.88,1986,2,743400.0
2459.2,2,2.8,5.75,1977,1,673700.0
1214.7,5,4.6,2.27,1999,2,462600.0
1505.2,3,3.4,1.01,2019,2,446800.0
2470.4,3,3.3,8.29,1969,2,774500.0
1508.8,2,2.7,1.79,2017,1,435800.0
1887.7,3,3.4,6.7,2001,1,628200.0
2275.0,3,3.4,9.23,1964,2,740800.0
1515.8,4,3.8,2.88,1969,1,479800.0
2052.7,4,3.5,6.99,2009,1,685600.0
1333.0,3,3.2,1.71,1980,1,405800.0
1699.3,4,4.4,6.43,1983,1,626300.0
2159.9,4,4.1,2.48,1997,2,584400.0
1203.5,4,4.3,7.62,1962,1,547400.0
2220.2,1,2.2,3.71,1999,2,615900.0
1990.2,1,1.4,5.17,1990,1,557100.0
2276.2,2,2.7,6.39,2021,2,709800.0
2112.0,3,3.4,2.54,2000,2,597000.0
2682.1,3,3.7,7.67,1996,2,808700.0
2062.6,3,3.7,3.72,2020,1,614500.0
1785.3,4,4.2,6.96,1961,0,586900.0
2061.1,4,3.7,2.42,1961,1,548900.0
2271.6,4,4.3,7.19,1998,2,758200.0
2024.4,2,2.1,2.15,2008,2,539600.0
2020.3,3,3.5,4.83,2001,2,640100.0
1649.0,2,2.9,3.22,2003,1,475000.0
1668.5,2,2.4,7.74,1993,2,590900.0
1298.7,2,2.6,3.36,2001,1,450200.0
2874.8,2,2.4,8.94,1979,2,832600.0
1378.1,3,3.2,9.03,1992,1,595700.0
1653.5,4,3.8,2.77,1963,2,493800.0
1640.8,2,2.8,6.52,2004,0,544900.0
2447.5,3,3.7,1.79,2003,1,643400.0
1852.5,3,3.7,4.52,1970,2,556000.0
2623.9,2,2.2,7.42,2020,1,755300.0
1663.3,3,3.6,6.93,2001,2,607000.0
2139.5,2,2.7,6.62,2006,2,639800.0
1582.3,3,3.0,3.54,1964,2,467800.0
3072.6,3,2.8,4.4,1984,1,756400.0
1406.2,2,2.3,1.93,2008,1,416500.0
2154.9,2,2.9,7.47,2019,2,696600.0
2316.9,3,3.4,5.53,1996,1,693300.0
2206.9,4,4.2,7.38,1993,2,759500.0
1907.4,2,2.3,3.24,1968,1,510100.0
1935.1,3,3.5,3.92,1965,1,544100.0
2021.9,3,2.8,4.01,1977,1,568500.0
1926.5,4,3.9,1.23,1973,0,471900.0
2481.9,4,4.1,4.07,1978,1,680100.0
3105.3,3,2.9,8.23,1973,2,862000.0
1721.3,3,3.6,9.08,1999,2,686500.0
1315.1,4,3.7,5.66,1976,1,544100.0
1955.9,3,3.4,5.1,2019,3,650000.0
3289.9,2,2.4,1.28,1994,2,700200.0
1598.2,1,1.8,8.91,1988,3,594100.0
2819.6,4,3.6,1.12,2001,2,693300.0
2838.9,4,3.5,9.5,1976,2,884700.0
1723.2,2,2.9,5.4,2018,0,545500.0
2284.5,3,3.0,4.08,2002,1,641400.0
2814.2,3,3.6,9.32,1967,0,814700.0
1810.4,2,3.0,1.22,1960,2,428200.0
1898.2,5,4.5,6.23,2004,1,681400.0
1709.2,2,2.3,5.94,2012,2,560100.0
1492.6,1,1.9,2.97,1995,1,426900.0
1675.4,3,3.7,4.86,1966,2,516700.0
1388.0,3,3.7,6.87,2005,0,573500.0
2017.0,1,1.8,7.54,1964,1,589900.0
1615.0,3,3.5,1.01,1983,1,427900.0
2116.9,3,2.9,9.43,1987,1,733200.0
1222.1,2,3.0,2.48,2021,1,398300.0
2165.4,2,3.0,3.1,2002,2,589100.0
2416.8,3,2.9,3.37,1976,0,620500.0
1003.1,2,2.3,1.34,1996,1,324900.0
2187.0,4,3.6,2.11,1979,2,596600.0
2613.8,4,3.8,9.88,1962,0,822000.0
1395.2,5,5.1,3.84,1996,3,539900.0
2836.3,2,2.4,2.04,1985,3,705500.0
2209.5,5,4.3,1.96,1974,0,598800.0
1647.5,3,3.1,7.48,2010,1,601800.0
1972.1,2,3.0,8.69,2007,1,687400.0
2279.2,1,1.9,3.31,1967,2,551400.0
2038.0,1,1.7,1.19,1972,2,459500.0
2269.4,3,2.9,3.01,2007,2,602600.0
1539.7,3,3.7,1.51,1962,2,419700.0
2084.7,2,2.8,1.93,1960,0,514300.0
1293.1,3,3.0,4.88,1968,2,470900.0
1944.4,2,2.1,3.07,1990,2,488600.0
1548.0,3,2.8,5.64,2000,2,568600.0
1632.2,3,2.9,3.28,2013,2,534400.0
2618.0,4,4.1,9.46,1985,2,851700.0
2545.7,4,4.4,9.15,1976,1,833400.0
2304.6,3,3.2,6.1,2015,1,691900.0
1453.8,3,3.6,4.19,1993,1,484000.0
1841.8,3,3.2,4.43,1968,0,554600.0
2606.5,4,4.2,4.71,2021,3,772000.0
2070.9,2,2.7,7.55,2015,0,639800.0
3159.7,2,2.2,5.06,2010,2,810800.0
2196.7,1,1.6,8.71,1972,2,675800.0
2096.0,3,3.4,9.5,1964,0,721700.0
1845.4,3,2.8,4.02,2000,3,573600.0
2066.8,4,3.9,6.05,1972,2,653300.0
1923.8,2,2.5,1.86,1960,2,488300.0
2354.1,3,3.7,2.8,1984,1,614200.0
2478.4,4,4.0,4.72,2023,0,711300.0
1607.0,4,4.3,2.86,2006,1,536400.0
1334.4,3,3.2,8.89,1963,1,561100.0
1081.9,3,3.5,2.42,1995,2,390400.0
2254.0,2,2.6,5.1,2022,3,676700.0
1448.3,4,4.4,6.45,2011,2,579500.0
923.6,2,2.4,7.23,1969,2,425000.0
2194.3,4,4.1,4.45,1987,2,657000.0
3246.5,3,3.4,8.82,2016,1,942600.0
1997.0,3,3.2,6.11,2021,2,683600.0
2419.2,1,1.4,4.96,1965,1,608400.0
2040.9,3,2.8,1.61,1986,2,539700.0
1950.6,3,2.8,5.18,2015,1,613400.0
2459.5,2,2.9,8.39,1971,0,741800.0
1854.9,3,3.0,6.53,2021,2,652900.0
2133.7,5,4.5,8.49,2011,2,786300.0
2160.8,3,3.5,5.45,2007,2,669500.0
1666.0,3,3.1,2.07,1962,3,451000.0
2496.0,1,1.8,1.12,2005,0,557600.0
1912.5,3,2.9,3.73,1992,2,562300.0
1622.1,2,3.0,7.28,1969,1,549700.0
2268.3,3,3.6,8.11,1990,2,759900.0
1550.8,4,4.4,3.66,1974,2,495900.0
2014.1,3,3.2,5.46,1966,1,590900.0
1995.4,1,2.0,4.79,1995,2,581300.0
2542.9,3,2.9,4.69,1973,2,690000.0
2237.3,3,2.8,3.08,2015,0,601700.0
1987.5,3,2.8,2.23,2007,2,553400.0
2408.9,4,4.1,2.77,1973,2,645100.0
2695.1,4,4.0,1.5,1962,3,639400.0
2278.9,3,3.3,2.78,2008,1,607500.0
2005.2,3,2.8,1.08,2012,0,532400.0
1344.1,2,2.4,6.65,2005,2,513000.0
1467.4,2,2.7,3.85,2009,0,457100.0
1847.4,3,3.2,9.76,1962,3,683400.0
1695.2,3,3.5,2.74,2021,0,508200.0
1906.5,3,3.0,4.11,1981,2,555000.0
2028.3,3,3.6,4.22,1978,2,600500.0
2264.8,1,1.8,1.08,1994,1,511300.0
1964.8,3,3.0,8.55,1971,0,668900.0
2243.3,2,2.2,1.29,2013,2,539000.0
2032.2,2,2.6,9.46,1964,2,681600.0
1012.3,4,4.3,9.03,1969,1,533300.0
1530.3,1,1.7,5.82,2000,3,525200.0
1928.0,3,3.0,5.89,1992,1,599000.0
1395.2,2,2.9,6.88,1972,1,521400.0
2300.0,4,4.2,4.48,2023,2,724700.0
2765.4,3,3.2,6.83,1994,0,764200.0
2609.4,2,2.5,1.4,2010,3,627400.0
1893.3,3,3.0,1.49,1991,1,485800.0
2745.4,3,3.4,5.12,1970,0,755300.0
2074.3,5,4.6,5.95,2007,1,693400.0
1831.5,2,3.0,8.99,1997,2,695200.0
1693.3,4,4.0,1.94,1983,2,480700.0
1848.8,4,4.0,8.4,1994,2,683200.0
1805.9,4,4.1,2.89,1978,0,510600.0
2085.2,3,3.7,4.55,1965,1,579700.0
2080.3,3,3.6,3.85,1999,2,606100.0
2001.5,3,3.2,4.6,2013,0,590500.0
2218.5,4,4.2,2.35,2004,2,611500.0
2595.3,3,3.3,5.53,2003,0,741800.0
2474.8,3,3.2,8.21,2021,2,821400.0
1257.6,3,2.9,4.97,2001,1,487500.0
723.0,3,3.2,5.42,1994,2,404000.0
2467.2,4,3.7,8.64,1963,1,778300.0
1316.6,2,2.9,7.35,1992,0,503800.0
1887.6,4,3.8,5.41,1972,1,586000.0
1414.9,3,3.7,3.32,2015,0,476500.0
1099.0,4,4.0,8.96,1995,1,550300.0
2270.7,3,3.4,6.19,2013,2,696900.0
2379.6,3,3.3,2.99,2002,2,658600.0
1711.7,4,3.6,3.42,1978,2,559800.0
704.5,2,2.4,8.23,2002,2,450800.0
1726.9,4,3.6,1.4,1971,2,494400.0
2195.9,3,3.4,9.93,1970,1,743600.0
1260.5,3,3.2,2.17,1965,1,358600.0
2091.7,2,2.8,8.16,2023,1,713800.0
1992.3,3,3.0,4.55,1971,2,590800.0
2289.6,2,2.2,5.43,1986,1,636200.0
2059.8,1,1.7,8.93,2000,0,657700.0
1513.5,2,2.9,4.72,1984,2,508800.0
2598.3,1,2.0,5.84,2001,1,680600.0
1920.7,5,4.7,1.44,1962,2,523200.0
1986.3,5,4.8,1.02,1962,2,522100.0
1533.4,3,2.8,3.2,1979,0,451200.0
1778.4,3,3.7,7.13,1987,0,592900.0
1557.6,2,2.7,2.09,1982,1,412400.0
1913.5,3,3.0,2.02,2007,2,523000.0
2855.9,4,4.1,4.7,1962,1,748400.0
1314.0,4,3.6,6.83,2001,2,541000.0
1193.2,3,3.7,7.41,1983,2,529100.0
2735.6,4,3.7,2.61,2002,1,724300.0
1895.3,2,2.6,1.72,1999,0,478500.0
1665.5,5,4.5,9.46,1965,2,712500.0
2520.0,1,2.0,3.35,1979,1,621500.0
1697.2,3,3.5,8.68,1970,2,649200.0
2913.0,3,3.4,8.77,1991,1,865300.0
2339.0,3,3.4,7.95,2019,2,773200.0
1756.0,2,2.9,2.52,1986,2,496100.0
3078.7,4,3.6,8.4,1980,2,897400.0
1697.1,2,2.3,7.92,2003,1,577300.0
2371.0,3,3.0,6.37,2007,1,722000.0
2149.6,2,3.0,4.03,2009,2,596000.0
2650.9,2,2.4,3.36,1972,1,625200.0
2780.8,3,3.5,2.1,1981,1,666800.0
2016.0,3,3.4,5.59,1994,3,644100.0
1623.3,2,2.2,6.27,2006,1,530900.0
2230.0,2,2.2,4.23,1981,0,582900.0
1661.1,3,3.0,5.28,1987,0,548100.0
3006.7,4,3.9,4.27,1980,2,773900.0
2068.3,4,3.7,6.77,2005,2,721000.0
1817.3,1,1.3,9.11,1977,1,585700.0
2092.3,3,3.6,2.48,1990,1,592500.0
1326.4,2,3.0,4.43,2019,1,466600.0
1514.2,1,1.6,2.27,2020,2,433600.0
2600.2,3,3.1,6.62,2005,0,723500.0
1671.6,3,2.8,7.56,1996,3,626300.0
1476.5,2,2.7,9.39,1980,1,592300.0
2268.3,2,2.8,3.51,1973,3,598800.0
2592.9,1,1.4,9.55,1984,1,758100.0
2359.5,4,3.7,1.57,1986,2,594900.0
2498.0,5,5.0,6.43,1999,1,803500.0
1621.6,2,2.6,1.51,2019,0,438600.0
1289.1,2,2.0,9.04,2019,2,602400.0
2750.7,4,4.1,5.77,1982,2,778200.0
1838.7,4,3.8,7.02,1990,1,639600.0
1874.6,3,3.1,8.48,2006,2,700800.0
2664.1,1,2.0,2.35,2019,2,620200.0
2278.1,1,2.1,1.35,1988,2,508100.0
2227.9,3,3.2,8.91,2006,1,770400.0
3082.5,3,3.7,3.83,1989,2,765700.0
1678.2,1,1.7,2.16,2010,1,414200.0
2463.9,3,3.5,5.22,1985,1,718900.0
2028.5,1,1.7,6.38,1979,2,574400.0
2134.3,4,4.4,1.28,1997,1,571300.0
2764.2,2,2.9,3.47,1978,0,664600.0
2253.9,1,1.3,1.3,1986,2,467300.0
2269.1,3,3.7,4.78,1984,2,652600.0
2536.3,3,3.6,9.06,1999,1,819000.0
1817.5,5,5.0,9.84,1997,1,753200.0
1580.4,3,3.0,6.73,2011,3,618200.0
1477.6,2,2.8,2.45,1982,1,412700.0
1016.8,3,3.6,9.15,1988,2,553100.0
3028.1,2,2.3,5.65,1974,2,764700.0
1448.4,4,4.5,2.38,2018,1,469500.0
1889.4,3,2.8,9.3,1962,3,663200.0
1861.6,3,2.9,7.82,1969,2,615600.0
2153.7,1,1.8,7.59,1974,1,650200.0
2407.9,3,3.3,7.38,2015,2,743900.0
2430.2,4,4.1,2.8,1975,2,652800.0
1708.5,4,3.5,2.9,1976,2,510800.0
1916.4,2,3.0,7.19,2023,2,659700.0
2141.3,2,2.0,2.98,1978,1,558700.0
1875.7,4,3.6,4.95,1970,1,575900.0
2803.7,4,3.5,8.04,2007,1,864400.0
2245.5,1,1.8,8.06,1964,0,645900.0
2367.4,3,3.7,5.08,1964,0,643400.0
2331.4,2,2.7,8.13,2023,2,790200.0
2586.7,4,4.3,8.55,2017,2,834900.0
2090.5,1,1.3,6.89,1973,2,629000.0
1351.6,2,2.5,3.06,2009,2,448700.0
2199.8,4,4.0,3.47,1985,2,623400.0
1674.3,1,1.7,3.83,1967,1,472700.0
1735.7,3,2.8,2.05,1964,2,437800.0
2293.2,3,3.4,3.46,1966,1,592000.0
2619.1,2,2.5,2.89,2022,3,665100.0
2010.6,3,3.5,5.1,1975,2,614500.0
2154.4,3,3.2,9.18,2014,1,737100.0
2851.1,2,2.1,1.94,1973,2,653800.0
2120.4,3,3.4,7.48,1996,2,700500.0
3300.8,4,3.7,7.19,2015,0,915000.0
2282.8,4,4.4,1.86,2000,2,628100.0
1119.6,2,2.6,9.3,1963,1,503700.0
2376.7,2,2.2,6.12,1995,0,648800.0
2190.6,2,3.0,4.27,2007,3,676800.0
2644.9,3,3.3,7.81,2015,2,812600.0
2336.6,3,2.8,3.32,1976,2,581600.0
1930.8,3,3.4,7.24,2006,2,658500.0
1387.9,1,1.5,1.36,1995,1,335700.0
1895.5,1,2.1,8.55,1965,2,631600.0
1574.7,3,3.6,5.03,1975,2,534300.0
1709.7,3,3.7,6.73,1988,3,623800.0
2294.3,2,2.5,2.99,1995,1,580200.0
2835.0,3,3.2,7.09,1997,2,816400.0
2197.3,2,2.8,7.95,1996,3,711100.0
1402.1,4,3.6,5.26,2007,2,543400.0
2222.3,4,4.0,6.56,2021,3,763300.0
2598.3,2,2.5,5.11,2016,1,715200.0
1695.1,2,2.1,9.05,2007,3,661600.0
1933.0,3,3.2,5.48,1969,2,603100.0
2007.3,2,2.9,8.58,2000,0,685800.0
1607.6,3,3.6,8.21,1995,3,645200.0
2324.1,4,3.6,4.69,1988,1,676700.0
1939.5,3,2.8,3.07,1973,1,542700.0
2209.8,4,3.8,4.65,1963,2,632200.0
1556.3,3,3.6,8.44,2003,0,600800.0
1781.3,2,2.1,3.05,2015,1,488300.0
2361.2,3,3.5,5.72,2001,2,710600.0
1813.6,3,2.9,8.25,2022,0,634400.0
2863.5,3,3.4,4.18,1995,1,750700.0
1800.2,2,2.4,6.78,2009,0,589900.0
2112.3,1,2.0,3.21,2004,1,561700.0
2466.3,5,4.5,1.98,1972,2,642000.0
1290.8,2,2.6,8.15,2005,2,550200.0
1119.6,5,4.5,1.89,2022,3,474200.0
1237.2,5,5.0,3.44,1977,2,498100.0
2631.3,4,4.4,8.7,1992,1,829200.0
1724.1,3,2.9,4.12,1980,3,541800.0
3279.1,3,3.6,9.76,1975,2,958800.0
1717.9,4,4.1,9.82,1974,2,700700.0
2092.3,2,2.1,3.41,2013,2,575600.0
2771.1,3,3.2,1.37,2016,3,710400.0
3003.0,3,2.9,7.35,1964,2,798800.0
3030.8,3,3.5,5.06,2020,1,810700.0
2604.2,3,3.5,1.91,1965,2,634100.0
2512.0,2,2.1,7.37,1997,0,728000.0
2296.3,3,3.3,1.28,1962,1,561800.0
2389.2,4,4.3,8.83,2007,1,828000.0
1724.4,2,2.9,2.25,1971,1,445900.0
1590.9,4,4.0,2.15,1995,0,495500.0
1998.3,3,3.7,2.58,1992,0,528500.0
1914.9,4,4.0,9.64,1995,2,755700.0
1773.4,3,3.1,7.24,1992,2,655100.0
2348.2,4,4.3,8.21,1990,3,811800.0
2477.7,1,1.7,4.58,1980,1,623400.0
2044.2,4,4.0,4.03,1986,2,612500.0
2738.8,1,1.7,3.11,1986,3,634000.0
1429.2,4,4.3,5.33,1967,1,522300.0
1903.2,5,5.1,5.97,2015,2,675200.0
1641.6,2,2.4,6.69,1996,2,558300.0
1066.7,2,2.3,3.31,2021,0,363400.0
1958.7,4,4.0,9.54,1991,2,736900.0
1939.1,2,2.6,2.53,2023,2,543400.0
2756.7,4,3.7,9.69,1985,0,867000.0
2315.4,2,2.8,1.13,1961,0,500500.0
1487.9,2,2.5,5.33,1971,0,485900.0
2927.0,5,4.6,4.0,1981,1,780800.0
2610.5,3,2.9,5.04,1976,2,696700.0
2291.0,4,3.7,6.14,1966,2,698400.0
1886.8,2,2.9,4.92,2002,1,600500.0
1520.3,3,3.1,4.73,1963,3,511600.0
1813.9,3,2.9,7.59,2023,1,651100.0
2544.4,3,3.2,7.17,1996,0,726600.0
2942.3,3,3.1,8.5,1997,1,860600.0
2771.6,3,2.8,3.25,1991,2,707100.0
1755.6,3,3.1,6.49,1970,1,572500.0
1440.2,2,2.5,6.27,1960,1,460900.0
2070.4,4,4.1,4.33,1984,0,596500.0
1115.8,2,2.4,5.37,2001,2,468600.0
2161.6,3,3.2,3.82,2011,3,660400.0
1926.2,2,3.0,2.28,1983,1,484700.0
1767.0,3,3.1,2.92,2012,1,535100.0
1202.6,3,3.0,1.95,2002,2,382100.0
2256.8,2,2.2,7.15,2015,2,726400.0
1733.6,1,1.7,6.95,2022,1,584400.0
1415.0,2,2.8,9.56,1976,3,614200.0
600.0,3,3.0,7.57,1967,2,378100.0
1986.2,4,4.2,1.47,2018,1,571200.0
2886.1,1,1.3,8.96,2004,2,829100.0
2830.6,3,3.2,8.76,1986,3,875600.0
1771.5,2,2.8,4.99,2011,2,581700.0
1698.9,3,3.1,6.27,1977,0,559400.0
2234.4,4,4.1,9.78,1986,1,777800.0
1500.8,2,2.2,5.79,1981,1,509800.0
2150.9,3,3.5,9.15,1975,1,724000.0
2383.0,1,1.3,1.75,1961,2,510900.0
2613.5,1,2.1,2.72,1964,2,588000.0
1949.9,2,2.2,4.97,1977,2,543000.0
1898.2,1,2.1,6.26,1962,3,562400.0
1561.0,3,3.1,8.35,1986,1,619200.0
1586.6,3,3.5,9.89,2013,2,685000.0
1886.8,3,3.1,4.5,1976,2,559200.0
2183.7,2,2.9,1.43,1975,1,527600.0
2456.8,2,2.1,8.21,1965,2,714200.0
1598.4,3,2.9,6.44,2010,0,569900.0
2746.3,5,4.7,2.79,1966,2,717500.0
1864.4,1,1.3,5.45,2009,2,573400.0
1989.3,4,3.7,7.68,1973,1,651200.0
1626.4,3,3.7,7.93,1997,2,617300.0
787.9,3,3.7,5.5,1999,2,395300.0
2442.0,3,3.1,3.75,1974,1,632700.0
2368.4,1,2.2,9.76,2006,0,766800.0
1859.3,1,1.8,6.97,2006,1,584800.0
2033.5,3,3.0,4.67,2007,2,613800.0
2258.0,2,2.7,3.52,1992,2,615600.0
1218.7,4,4.2,7.58,2002,3,598900.0
1735.5,3,3.7,3.18,1986,2,520700.0
2397.1,2,2.3,2.55,1988,2,605400.0
1372.9,3,3.4,5.77,2023,1,521400.0
2146.8,2,2.1,3.61,2016,2,617300.0
1321.7,3,2.9,6.66,1996,1,555200.0
2233.2,3,2.8,2.06,1964,1,553100.0
1982.2,4,4.5,6.89,1988,2,654300.0
1192.4,4,4.3,3.55,1991,0,431400.0
2582.4,3,3.5,1.0,2019,2,653300.0
1632.7,3,3.3,2.14,2012,2,487300.0
1594.9,4,3.8,9.4,1965,1,660800.0
2100.3,2,2.2,8.81,1961,1,674200.0
2574.3,1,1.5,3.1,1965,2,587300.0
1492.1,2,2.4,8.01,2005,2,584000.0
2030.8,2,2.8,6.48,2002,1,621300.0
2214.4,3,3.3,9.74,1963,1,736300.0
2346.6,3,2.8,4.36,2015,2,665700.0
2088.2,3,2.8,7.13,1988,2,692800.0
1816.5,1,1.4,1.57,2018,1,486200.0
1586.2,3,3.2,4.57,1984,1,490800.0
2043.1,2,2.9,9.67,1968,2,672000.0
1463.9,3,3.4,5.85,2015,2,555900.0
600.0,3,3.6,3.59,1962,3,294800.0
2218.3,2,2.5,2.08,1985,2,552000.0
2452.0,2,2.4,7.33,2007,3,762300.0
818.5,1,1.4,6.8,2002,1,415200.0
1495.1,4,4.4,4.37,1986,2,534900.0
2309.6,4,4.3,9.56,1995,0,791400.0
3028.7,3,2.9,1.2,1991,2,670100.0
2010.4,2,2.5,3.73,1960,1,525600.0
1636.0,3,3.2,9.29,2016,1,666000.0
1908.6,3,3.4,3.89,2012,2,597700.0
2687.4,4,4.4,3.27,2013,2,730100.0
1677.0,2,2.6,5.81,1975,0,513700.0
1600.4,1,1.8,8.41,2010,2,572900.0
1758.6,3,2.8,1.93,2007,1,456600.0
1523.3,3,2.8,9.49,1970,1,591400.0
2061.3,2,2.2,8.16,1985,2,647800.0
2812.3,1,1.3,2.63,1999,1,648900.0
2161.5,3,3.5,7.41,2022,3,733100.0
1873.8,4,4.2,4.46,2014,1,604400.0
1854.1,5,4.4,4.62,1960,2,582300.0
1218.4,3,3.6,8.05,1985,2,500300.0
2441.6,3,2.9,9.67,1987,1,815100.0
1961.1,1,1.6,2.14,2012,1,477300.0
1909.8,3,3.0,4.79,2017,2,603800.0
3596.6,3,3.1,5.33,1968,2,867400.0
2149.4,3,3.0,4.39,2019,1,649300.0
1624.1,3,3.2,4.27,2018,2,551000.0
1786.8,2,2.4,1.47,2003,0,439200.0
2574.2,1,2.2,7.17,1981,1,704900.0
2056.6,2,2.1,4.93,1967,1,589300.0
1280.9,1,1.4,2.75,2017,0,375700.0
2459.6,2,2.1,8.34,2008,2,762200.0
1665.9,5,4.9,8.22,2001,2,677900.0
2936.6,3,2.8,5.38,1986,3,764000.0
2540.0,3,3.6,3.69,1998,2,685600.0
1776.3,4,4.0,6.74,1978,3,645600.0
2640.5,5,4.8,3.59,1984,2,753400.0
2033.9,3,3.3,3.12,1997,2,544700.0
2426.4,4,3.7,7.57,1980,3,759600.0
2242.4,2,2.2,1.36,1983,2,523800.0
1576.8,2,2.3,1.85,1983,0,406100.0
1678.2,3,3.3,1.06,2019,2,478200.0
2515.0,3,3.0,2.38,2019,3,668500.0
1832.6,3,2.9,1.62,1978,2,490700.0
1798.2,2,3.0,9.96,2009,2,684400.0
1522.4,2,2.0,3.6,2006,2,488800.0
2211.8,3,3.6,2.34,1961,3,582200.0
3031.3,2,2.8,3.17,1973,0,694100.0
1466.2,3,3.0,9.43,2012,2,666200.0
2012.1,3,2.9,5.68,1991,1,642200.0
2706.1,3,2.9,4.28,2001,2,740800.0
1960.2,4,4.2,8.86,1991,2,684300.0
2226.2,4,4.1,4.55,1987,1,679100.0
1468.8,3,3.5,4.02,2007,1,511300.0
2214.2,3,3.7,2.87,1998,2,640100.0
1906.4,3,3.4,4.4,1999,0,588700.0
2492.9,2,2.2,3.85,2001,1,667800.0
2593.7,1,1.5,7.1,2006,2,747200.0
3294.8,2,2.8,3.61,1999,1,808200.0
2289.8,3,3.0,6.19,1972,1,697500.0
2162.9,3,2.8,1.59,1971,3,549800.0
2097.2,4,4.2,2.72,1967,1,548000.0
1823.4,2,2.4,4.67,1974,1,520300.0
2169.2,2,2.9,9.43,1985,2,736900.0
1852.3,5,4.9,4.4,1971,2,607000.0
2084.2,2,2.1,6.98,2002,3,649700.0
2658.8,3,3.7,3.3,2010,3,695900.0
1496.7,3,3.0,2.14,2005,2,448900.0
2569.9,3,3.1,1.53,1986,1,625900.0
2658.6,1,1.7,3.75,1977,0,645000.0
1941.0,1,1.3,2.42,2004,1,499400.0
939.1,2,2.5,2.57,1995,0,337000.0
1696.1,3,2.9,7.85,2022,2,649700.0
2648.5,3,3.2,1.14,2008,2,621000.0
1988.6,2,2.4,6.02,2010,0,600400.0
1500.3,3,3.5,4.42,1986,2,504400.0
1747.6,4,4.3,5.56,1968,1,574100.0
2420.3,1,1.4,6.07,2014,1,673100.0
2273.4,3,3.1,3.82,1998,2,643900.0
1880.5,3,3.1,3.66,1960,1,534900.0
1816.6,2,2.2,7.6,1966,1,584000.0
1804.1,2,2.8,8.84,1985,0,600800.0
1538.8,3,3.5,2.73,1966,1,439900.0
2807.7,4,3.7,1.88,2011,2,718200.0
